Indication (ICD-10)	Indication name	Drug (RxNorm)	Drug name	Outcome (ICD-10)	Outcome name	Average ACME	P-value	Proportion mediated	Cohort
K52.9	Colitis NOS	1312542	arctium lappa whole extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1368708	maritime pine extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309326	mentha piperita leaf extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1358897	grapefruit peel extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891611	coconut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852509	helianthus annuus pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899398	cabbage allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011066	macadamia nut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1487830	geranium maculatum whole extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	968426	trichothecium roseum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1364291	lemon extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	285241	ginger extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891830	banana allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426436	horehound extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1668220	broccoli sprout extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1354504	sage extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899444	lentil allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011627	sage leaf allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309237	hyssopus officinalis extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852617	karaya gum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	999450	eurotium herbariorum allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372248	coconut extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	314753	orris allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011021	okra allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899466	onion allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307953	lesser galangal root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426661	usnea barbata extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901329	red bell pepper allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	314488	corn smut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899363	black pepper allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891676	string bean allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426950	opuntia ficus-indica extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892575	peach allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899420	ginger allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1367399	symphytum uplandicum leaf extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1010954	licorice allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899476	honeydew melon allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1010926	kiwi fruit allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	883414	brassica rapa allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	319779	asafetida extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1311479	frankincense extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1311641	morinda citrifolia fruit extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	47295	bovine cartilage extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307969	tamarind seed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891721	cocoa bean allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892526	anacardium occidentale allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309828	angelica archangelica root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1246101	pomegranate fruit extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	851985	ambrosia psilostachya pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899742	date allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372013	gelidiella acerosa extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901199	sesame seed allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1594933	mentha spicata extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891641	lima bean allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892565	citrus aurantium dulcis allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1311127	ascophyllum nodosum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372000	canada balsam extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1314594	lemon peel extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372004	mint extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852217	bromus inermix pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309220	rehmannia glutinosa root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1370783	seaweed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426441	canarium luzonicum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259511	black cohosh root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1311376	chamaemelum nobile extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	435657	olive leaf extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	285208	arnica montana extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852029	artemisia vulgaris pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899394	buckwheat allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259449	citrus paradisi seed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	867228	fusarium oxysporum vasinfectum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891796	asparagus allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309369	cotton seed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259342	cayenne extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1721694	tabasco pepper extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	125929	bilberry extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1541882	artemisia vulgaris whole extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901258	watermelon allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901369	cultivated mushroom allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1335893	curcuma zedoria root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	883459	cucurbita pepo allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	889591	mackerel allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899424	citrus paradisi allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1334930	mentha piperita extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	114203	feverfew extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259283	yucca extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852062	tobacco leaf extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1549329	blueberry extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891771	apple allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1425403	yucca schidigera extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	126291	pumpkin seed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899359	beta vulgaris allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852015	corn pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899906	raspberry allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901191	concord grape allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1012134	sour cherry allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1306166	arnica montana flower extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259266	hops extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891637	kidney bean allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	862453	barley allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	81782	shark cartilage extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307767	lavandula angustifolia subsp. angustifolia flowering top extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011633	white pepper allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011043	horseradish allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307879	jasminum officinale flower extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852519	house dust extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899724	clove allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852311	puccinia striiformis var. striiformis extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1376501	huperzia serrata extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	253206	valerian root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899456	mustard seed allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1352519	nasturtium officinale extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899378	blackberry allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309948	quillaja saponaria bark extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426419	lamium album extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426645	guava extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	236809	ginkgo biloba extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	974650	black olive allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	974527	thyme allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852440	cotton seed allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1114883	turmeric extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1006340	cayenne pepper allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	824547	acai extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372255	goldenseal extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307947	phellodendron amurense bark extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901203	helianthus annuus seed allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011027	parsnip allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	237020	wild yam extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426421	pimpinella anisum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011412	tangerine allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	659476	green tea extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899382	blueberry allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901299	whole wheat allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	896135	ambrosia artemisiifolia pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892547	corn allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1370769	raspberry extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	889669	smelt allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	862475	goat milk allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	882488	venison allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891514	brazil nut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	466197	chaetomium globosum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	89870	Ox bile extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892317	wine grape allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	260025	echinacea purpurea extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899661	cauliflower allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	854082	aspergillus niger var. niger extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	253193	passiflora incarnata extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901303	prunus avium allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1313764	annatto extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899490	black-eyed pea allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892484	fragaria ananassa allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	880341	cocklebur extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	895552	allspice allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891695	black walnut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1232637	broadleaf cattail pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1310189	juniperus communis fruit extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309390	safflower extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259274	milk thistle seed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	317808	elder extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307719	atractylodes japonica root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892372	apium graveolens allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	976711	perch allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1352501	evernia prunastri extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	466192	aspergillus fumigatus extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1010932	leek allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1311497	melissa officinalis extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899390	brussels sprout allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	904498	carob allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	236238	burdock root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892632	potato allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1724420	bush mango extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	236121	echinacea angustifolia extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1424898	locust bean gum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	889548	cotton allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426364	tangerine extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1310183	rumex crispus top extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	851732	acacia pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	895574	apricot allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	975509	cucurbita maxima allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	895919	amaranthus spinosus pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	260012	salicin extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1370778	orange peel extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	314443	rhizopus arrhizus var. arrhizus extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852079	dandelion pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	350141	saccharomyces cerevisiae allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259380	verbena extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892569	pea allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372007	citrus nobilis extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307721	white mulberry extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1370989	morus alba extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1425087	sandalwood extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1098353	iris germanica var. florentina root allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	580117	african pygeum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899738	cucumber allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899673	cinnamon allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852136	johnson grass pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	971932	oat allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	283567	green tea leaf extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	466198	cladosporium herbarum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372010	crithmum maritimum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372258	spearmint extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899434	herring allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891633	hazelnut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1492439	symphytum officinale whole extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	6085	juniperus communis whole extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1484904	saffron extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	253172	grape extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	848929	acai berry extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899386	brassica botrytis allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372005	dragon's blood extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891647	mung bean allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	319780	capsicum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901313	mentha viridis allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892507	almond allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	580119	stinging nettle extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1350212	illicium verum seed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	904606	pistachio nut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891668	soybean allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309686	helianthus annuus flowering top extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899895	acca sellowiana allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372008	bitter fennel extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1332872	equisetum hyemale extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	403712	morinda citrifolia extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	317857	parsley extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307866	angelica sinensis root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1591911	chlorella pyrenoidosa extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901307	sweet potato allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011404	mango allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901382	citrus limon allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011426	carica papaya allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892368	carrot allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1311573	citrus aurantium fruit extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	349978	oat smut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259513	echinacea purpurea root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852398	cochliobolus sativus extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	974687	radish allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307718	wine grape extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899448	latuca sativa allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901317	spinach allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1306128	aloe vera leaf extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
